photoid,userid,x,y
322532385,28238346@N00,-217082.95,-26897.27
312460174,28238346@N00,179385.99,-448591.6
5165568821,99573715@N00,-338593.1,400328.39
1344383951,18966792@N00,-195396.71,-62043.26
2682686241,18966792@N00,-193891.2,-110658.59
2170660258,18966792@N00,-195753.18,-57875.71
5162763482,34076827@N00,-199693.72,-54519.47
1860684892,32374483@N00,-176035.15,37932.63
5317232531,35034356507@N01,-223394.59,152.45
3249150880,71401718@N00,-222060.83,-49340.21
3246487756,71401718@N00,-221784.9,-47003.8
3181720610,71401718@N00,-220629.95,-54994.2
2441663841,52713160@N00,-213699.62,-22895.16
12197422444,49503017814@N01,-323148.55,109474.32
486086925,63669472@N00,-258643.76,15686.79
5953039032,27351743@N08,-217958.1,-17035.16
6192416884,47604303@N00,-260345.17,11182.06
5277793325,47604303@N00,76132.65,-4078.36
6311169596,47604303@N00,-260566.85,11279.22
6849501303,65468852@N05,-326912.99,149445.62
4165541960,53171632@N00,-199321.39,282648.43
5375532469,53460575@N03,-350515.75,317359.17
2471289393,7302101@N08,-122776.33,-113414.48
155324458,89495020@N00,-212188.91,-22246.96
2551328297,15845498@N00,-172784.42,-162293.18
7554396888,21202718@N00,-261000.5,27988.94
4585721424,79248695@N00,-112718.25,84325.27
8348255684,82693125@N00,-198252.94,-8972.95
8348255704,82693125@N00,-200607.85,31043.4
5326059387,8513373@N03,-179339.74,-8551.29
4792086247,15969227@N04,-214014.25,-21511.72
3925729433,37067430@N04,204050.71,-468735.08
7723572812,62466827@N02,-246806.59,8569.35
8642059044,90786362@N04,-215533.75,406822.52
155344249,35034364763@N01,-206904.53,-51303.65
4033528571,8998833@N07,-212459.65,-45467.33
2483179507,33919032@N00,-172608.84,-160715.4
13954997866,7633518@N08,-264780.51,37731.51
3172313152,7633518@N08,-214481,33586.2
4519579813,43772195@N00,-256592.5,299283.44
6962026810,83372564@N00,-342203.76,405861.1
3070803816,67194633@N00,-345341.95,417528.9
4832873989,99185699@N00,-203002.3,-59019.61
8083056220,22663008@N04,-215078.74,-22675.64
149547097,24015827@N00,-334071.33,264558.37
9031869308,35034350343@N01,-210109.12,-22522.61
6179620712,52756090@N05,-217357.56,-23405.75
3469211291,51035647214@N01,-216926.55,-24590.41
5554745142,46769540@N00,-179152.85,-65510.55
61662341,91905221@N00,-197888.95,-13319.9
140475073,91905221@N00,-200442.01,-12543.15
6504997,35711028@N00,-109310.11,60950.58
337235689,40948556@N00,-211517.9,-21097.28
4671385890,10179711@N00,-163392.75,1215.08
1199432576,33154090@N00,-90235.11,-101339.79
3810700960,89165847@N00,-328370.03,202403.6
3809885477,89165847@N00,-328365.88,202506.17
688013402,14161458@N00,-271218.64,51320.85
160995973,36048076@N00,-173633.25,-114384.14
4722530506,25870444@N05,-193893.66,390876.22
401668737,68005051@N00,-126425.08,410495.25
267502202,53687766@N00,-81860.6,120635.08
486540241,53687766@N00,-107747.62,82422.83
6930616743,62747032@N00,-212052.61,-26005.97
1247047120,22342650@N00,-324952.78,191428.41
528797517,35468140287@N01,-196665.72,323745.59
9160256527,35457712@N05,-293831.01,243523.9
8612132986,35457712@N05,-190013.79,126807.93
11538181353,35034347347@N01,-198620.61,-52900.09
3894617391,31957940@N04,-306231.58,89033.57
5115461091,13459767@N04,-108842.42,93795.63
420286093,7330015@N08,-216300.88,274203.97
1254828338,52641994@N00,-272723.16,52693.7
2850433,37996647372@N01,-97159.61,252620.7
182995086,49502995517@N01,-212266.4,-27610.85
2823295036,11438926@N00,-206239.7,-46711.43
3235490613,21269989@N07,-213154.03,-39612.99
3127102775,21269989@N07,-236445.86,50222.27
8545632531,41894184928@N01,-216355.22,-56815.32
3234569500,85853333@N00,-139465.06,126198.32
5063839830,24364736@N00,-240753.13,69845.44
7531071492,82236391@N08,-344266.11,324256.98
2743805390,12187063@N02,-169306.49,-94334.04
6302660469,46956797@N00,-342221.91,405854.78
8195726752,66641326@N03,-12515.15,-380235.31
179861791,49503142513@N01,-159385.71,-86916.22
34460950,74281168@N00,-194262.87,368358.25
5697210529,30734078@N02,-56611.21,-3578.7
53834587,77736600@N00,-341061.28,403709.58
3556167049,39437133@N00,-173374.78,-114247.04
3556168151,39437133@N00,-173660.19,-114487.54
377271805,16064708@N00,-350034.5,421847.48
2599145807,21302065@N00,-199555.4,-11637.94
7436462396,57038239@N00,-203331.87,-61887.49
2997622841,61335192@N00,-193594.32,-27147.34
3925124677,74888386@N00,-219600.61,-21519.86
8654640816,90724465@N05,-261912.61,54384.56
2664165733,13585868@N02,-339593.99,318336.08
3692332175,84538755@N00,-220297.27,-30783.68
3692345961,84538755@N00,-220419.45,-30651.68
5271877546,24823165@N00,-22046.51,292314.51
41626558,84518681@N00,-164581.26,-60495.93
2864165402,29845002@N02,-342309.92,427864
1315439874,88431403@N00,-169583.29,-184311.41
2753201913,25009361@N02,-342551.9,406681.29
2805427793,25009361@N02,-344744.82,416156.51
3069028954,89306448@N00,-213087.04,-24998.79
8028134192,79261307@N00,-216273.46,-25327.86
182774209,27304305@N00,-130115.5,63361.02
4071893019,45159115@N00,-198581.82,-13597.19
1630423838,80602288@N00,-139024.46,334025.85
3720686343,45527691@N00,-229357.94,1937.83
9857635175,17277074@N00,-279197.67,122840.25
2177674170,22426268@N04,-200354.81,-20994.27
4684611690,40401117@N06,-201209.01,-15691.05
4628551448,23002449@N02,-147085.53,-32531.23
4507138212,67551917@N00,-340552.2,382028.63
266272833,58301600@N00,-183297.81,378647.01
4553307917,98601772@N00,-177796.99,-7190.05
314438133,46698212@N00,-199068.07,-21402.07
3533929997,66737497@N00,-218271.8,292966.43
8409837883,53484592@N05,-156005.29,-35873.05
8409825885,53484592@N05,-154818.41,-36486.65
5951310694,23746138@N06,-260677.33,6214.23
881029026,7202153@N03,-211684.8,-23097.47
2575856953,7200755@N07,-183717.75,379054.12
3637369922,48889107219@N01,-212028.1,-22862.45
5445706901,17766786@N00,-160708.36,403924.28
9550487345,59297553@N08,-219828.67,-39687.08
296893773,94321631@N00,-200869.04,320918.09
9865030113,25654955@N03,-206902.45,289923.51
3883178879,14929095@N02,-183763.12,378414.86
9688004994,43943756@N07,-169260.78,-155329.72
5727117450,81296919@N00,-269951.18,47031.02
2123352253,34755846@N00,-309020.46,92055.38
2610126359,12027145@N00,-113711,82575.65
5170509486,7604548@N07,-182946.71,-116403.11
6186792427,61163819@N06,-129546.93,63382.87
3808889370,23976429@N00,-349223.85,352099.15
2152806967,46213661@N00,-211709.47,-22704.3
3501460407,98299992@N00,-176006.63,-85569.61
196773136,65969615@N00,-217848.81,-22090.5
196763690,65969615@N00,-214202.06,-20482.04
3872649359,18203847@N00,-179588.31,-114570.41
4611388020,18203847@N00,-112213.98,74346.46
3620162590,24060897@N05,-216919.06,-24590.04
6844784896,50247175@N00,-212537.94,-74495.1
1261208766,19661199@N00,-217896.8,-17575.77
4455587239,41098896@N00,-344518.3,364600.35
4332169021,27596814@N07,-191756.98,-63160.81
3173367120,18434910@N00,-216971.84,-24538.63
5434996095,8787500@N05,-213431.96,-85308.18
5772183388,37996646802@N01,-233342.95,36393.9
5010763418,37996646802@N01,-234618.81,35558.87
11701142,55606408@N00,-136838.61,-128894.71
12135393223,41246700@N05,-66834.18,-315157.53
68038467,82337243@N00,-161457.55,-127291.33
2104024199,13151086@N00,-215248.37,27142.61
3387365085,20009658@N00,-253840.35,29579.52
2293594217,25238809@N00,-168446.7,-72571.31
13963468684,52911412@N05,-169702.8,-153947.24
720947745,97976243@N00,-269071.1,50592.53
265865633,60445767@N00,-173156.98,-166957.49
2915112689,49773521@N00,-328000.58,149827.59
6394586693,36704819@N08,-350951.84,317535.98
4506492333,84263554@N00,-204195.24,301976.33
9907153985,35034345586@N01,-217902.98,-34433.89
160909192,77182645@N00,-212634.13,-23088.43
8623202255,65648747@N06,-214670.82,33497.59
6122667606,52199636@N00,-221751.31,-48951.1
6236608019,75255041@N00,28933.16,-33233.8
7640176858,75255041@N00,-194599.52,367919.32
334636816,82674553@N00,-127202.52,309393.04
3442762983,27102144@N04,-199646.15,-21172.4
6107202905,66268266@N00,-196940.61,-13402.66
3945609887,41955963@N00,-216975.82,-23363.09
4600133768,16914249@N08,-199323.8,203235.7
437106176,29359469@N00,-120423.7,314977.63
2093970432,20334918@N04,-349303.3,448963
7748827712,48896557@N00,-210498.84,-24651.42
7186856551,27109792@N00,-186172.53,81340.94
325316350,50457550@N00,-210607.27,-21918.77
8517292620,24965986@N00,-213016.72,-25945.59
3614500362,24574316@N07,-222381.08,-18339.36
7409260234,12142935@N08,-194677.75,389340.54
5860268300,42231043@N00,-145830.78,-101062.58
13308826385,60682071@N08,-194770.36,-31532.81
5382375513,55514420@N00,-215277,-21035.94
5605995717,55514420@N00,-213898.73,-22929.75
4517119960,55514420@N00,-213743.33,-22942.63
2431243424,55514420@N00,-213533.18,-22885.3
3519415636,55514420@N00,-211711.4,-22697.02
4537012750,55514420@N00,-212620.83,-23601.75
8680416418,34186459@N00,-213558.11,-22955.38
8648226041,34186459@N00,-213743.82,-22779.93
6934557524,34186459@N00,-213682.12,-22988.01
3737791795,34186459@N00,-183658.43,-66299.51
13853322854,34186459@N00,-213938.16,-22995.68
6964088986,34186459@N00,-213838.81,-22933.07
7110179927,34186459@N00,-212715.44,-23664.83
4534339290,34186459@N00,-213364.07,-22877.84
3904171535,44124466908@N01,-212707.25,-23640.47
3773888107,44124466908@N01,-212244.25,-23532.61
4186056226,44124466908@N01,-213629.14,-25377.46
276549892,94246031@N00,-154355.82,-95104.78
8106675979,94246031@N00,-220798.11,-24400.03
6961651954,94246031@N00,-213671.84,-22950.58
2383963255,94246031@N00,-183231.63,-88943.12
2693262224,94246031@N00,-211624.64,-23094.88
4513217554,94246031@N00,-211581.2,-22028.11
7458544164,94246031@N00,-220631.22,-26909.24
5992732426,94246031@N00,-215074.94,-24581.33
1166270350,94246031@N00,-216155.71,-24625.33
5226630559,94246031@N00,-210868.42,-22130.02
3526418836,94246031@N00,-210814.83,-22772.56
617997261,94246031@N00,-219396.39,-24446.49
2209041222,94246031@N00,-145351,-73810.05
7078805541,94246031@N00,-211123.97,-22768.97
8167280921,94246031@N00,-220419.96,-25530.88
7918922390,94246031@N00,-220466.28,-26357.24
6315787675,94246031@N00,-212081.59,-21739.16
9729857974,94246031@N00,-213902.69,-24565.78
8397139684,94246031@N00,-210689.61,-22409.32
3562795467,94246031@N00,-217912.37,-24488.74
6259286935,94246031@N00,-210693.99,-22193.03
2596160227,94246031@N00,-166854.54,-73991.6
2369976459,94246031@N00,-220475.61,-27163.01
7981563694,94246031@N00,-210325.75,-22367.24
1168044444,94246031@N00,-175802.66,-72560.74
5923944406,94246031@N00,-212682.08,-39811.4
4698982587,94246031@N00,-210204.25,-22998.27
12890758203,94246031@N00,-211887.91,-23355.97
8544063476,94246031@N00,-211747.18,-23097.66
2874661220,94246031@N00,-211728.46,-22104.43
5923582958,94246031@N00,-212040.91,-21830.82
539719656,94246031@N00,-176471.55,-75116.1
2130374192,94246031@N00,-211436.63,-23101.88
5712031678,94246031@N00,-211271.91,-23784.61
10593314135,94246031@N00,-211493.78,-22899.26
3478050419,61635869@N00,-79045.41,141197.35
2942787425,61635869@N00,-77815.74,141747.12
2376468686,61635869@N00,-78756.39,139998.38
222563099,61635869@N00,-3005.8,200442.84
3478859374,61635869@N00,-81403.04,125067.67
3268083619,61635869@N00,-82822.33,138357.49
128685708,61635869@N00,-102019.11,293994.49
8171501828,61635869@N00,-92658.98,133940.28
3582797342,61635869@N00,-77239.21,142274.67
3225897278,61635869@N00,-137601.1,147521.73
8132811623,61635869@N00,-82829.39,137941.12
3621784989,61635869@N00,-82590.64,138398.94
128707509,61635869@N00,-201261.24,288831.48
3534843964,61635869@N00,-139027.55,334085.63
3512243230,61635869@N00,-133453.21,177545.16
6937254453,61635869@N00,-14661.22,231635.1
2820422872,61635869@N00,-186497.74,394356.88
3212197042,61635869@N00,-78271.73,140573.42
6973817892,61635869@N00,-91545.74,133670.89
3319948108,61635869@N00,-80069.68,139870.33
3511432627,61635869@N00,-133695.29,177521.58
7957889504,61635869@N00,-87132.06,138663.58
3319130353,61635869@N00,-77503.25,141932.86
6778698642,61635869@N00,-132793.6,134264.38
8316026283,61635869@N00,-77838.37,258810.49
7423725128,61635869@N00,-54813.75,266044.25
4360458877,61635869@N00,-83573.54,137632.95
449481478,61635869@N00,-77360.67,142245.36
7865242842,61635869@N00,-43848.74,253716.84
7420035990,61635869@N00,-53526.54,265299.73
2136314745,61635869@N00,-80194.36,140123.17
8079211782,61635869@N00,-54166.9,265956.47
4302480699,9812708@N03,-153628.32,189164.51
407395606,77858019@N00,-198965.07,1428.89
220222665,77858019@N00,-220941.56,-24539.69
407401674,77858019@N00,-199362.94,1355.69
407395580,77858019@N00,-198862.78,1455.13
407410090,77858019@N00,-199425.87,1244.44
220191365,77858019@N00,-217253.64,-24715.78
183596688,77858019@N00,-199392.68,4155.38
257117043,77858019@N00,-183950,-63442.98
253012983,77858019@N00,-198834.55,27725.68
257117036,77858019@N00,-183807.8,-63705.73
407494383,77858019@N00,-198995.68,1564.5
253025507,77858019@N00,-227154.25,-13990.45
1288598313,77858019@N00,-223274.69,-17431.03
407494379,77858019@N00,-199178.02,1415.19
246591103,77858019@N00,-220917.44,-23735.86
253025501,77858019@N00,-231392.8,-10456.04
260483391,77858019@N00,-211489.9,-22912.93
407379018,77858019@N00,-198623.74,1613.98
220237438,77858019@N00,-217099.42,-24845.68
183596690,77858019@N00,-199416.94,3988.28
253025505,77858019@N00,-230711.81,-11222.49
220237435,77858019@N00,-217341.5,-24788
2388667423,78317199@N00,-266181.86,52916.73
3275306475,78317199@N00,-323387.18,238173.51
2388643569,78317199@N00,-261658.21,55120.98
3275294577,78317199@N00,-209877.21,133210.05
4468519545,78317199@N00,-164070.94,-77787.05
3275307545,78317199@N00,-319067.24,111106.04
2855124402,78317199@N00,-214170.74,-28562.33
2388592757,78317199@N00,-257041.72,47466.74
2389468542,78317199@N00,-266136.13,52825.51
3276116580,78317199@N00,-265553.11,269192.92
2388616631,78317199@N00,-271491.69,52610.2
2388645653,78317199@N00,-231278.31,27548.32
2389437314,78317199@N00,-265898,39242.68
2388646919,78317199@N00,-217203.16,-21002.97
2388610131,78317199@N00,-269044.21,45553.68
2855137664,78317199@N00,-229277.76,108001.04
2854299541,78317199@N00,-262247.65,93260.63
2855127104,78317199@N00,-322876.81,227418.23
3275295025,78317199@N00,-201383.7,29372.48
3275303731,78317199@N00,-215324.44,-20900.82
2552237047,79053562@N00,-211717.85,-23685.45
2117128546,79053562@N00,-211926.74,-22734.25
1850442881,79053562@N00,-212149.97,-23502.88
1939638796,79053562@N00,-183654.4,-64825
1805616655,79053562@N00,-210413.98,-22060.43
2151304951,79053562@N00,-210571.67,-23201.06
3678241095,79053562@N00,-210798.15,-23796.83
1878806716,79053562@N00,-212809.19,-22739.9
2537297016,79053562@N00,-211008.47,-22797.13
2506399773,79053562@N00,-213049.44,-25393.85
2656412761,79053562@N00,-211151.7,-23287.24
2038829016,79053562@N00,-210456.25,-22968.22
2693270652,79053562@N00,-210896.52,-22663.19
486005386,21203533@N00,-221539.61,64501.69
9490250298,21203533@N00,-209888.4,50227.55
4466898897,21203533@N00,-214562.73,24833.18
3475491020,58076831@N00,-345256.32,416873.1
3475502698,58076831@N00,-345181.16,417002.36
3474678683,58076831@N00,-345195.96,416663.88
3474713933,58076831@N00,-340700.71,403828.6
3474683447,58076831@N00,-345295.72,416979.62
3474716279,58076831@N00,-340946.51,403836.08
3475522424,58076831@N00,-341017.78,403743.56
3475532364,58076831@N00,-344688.39,430232.84
3474719187,58076831@N00,-350752.65,422542.4
3474677431,58076831@N00,-345059.28,416768.91
3474714207,58076831@N00,-340395.62,404120.77
3475485336,58076831@N00,-342897.24,370752.84
3757307402,99392248@N00,-270791.81,49010.46
4845194105,99392248@N00,-118165.9,41474.21
3015031310,99392248@N00,-201445.6,-17089.12
2529891097,99392248@N00,-168272.55,-45156.43
3581136802,99392248@N00,-173905.38,386171.45
2565629803,99392248@N00,-162096.7,8804.72
1910753073,99392248@N00,-202796.63,335510.61
4430709935,99392248@N00,-9873.73,-105054.38
3852959464,99392248@N00,-67509.36,37380.79
4263663917,99392248@N00,-68620.33,131921.92
4400212611,99392248@N00,-279130.55,58251.62
3493480640,99392248@N00,-133725.68,166724.9
4353174030,99392248@N00,-235671.72,97861.85
3767002631,99392248@N00,-268387.98,43899.07
3670551549,99392248@N00,-109066.89,220627.93
3584097915,99392248@N00,-253844.98,148323.77
4277827845,99392248@N00,-111753.67,82247.47
4423678391,99392248@N00,-65359.44,-59951.46
3014195583,99392248@N00,-187476.72,2476.35
4799788274,99392248@N00,-66951.96,131697.48
4277827809,99392248@N00,-84336.74,114713.79
2815359954,99392248@N00,-185242.1,128435.77
4303369396,99392248@N00,-72574.84,130743.61
3562616013,99392248@N00,-194679.94,370217.94
2951950041,99392248@N00,-213146.22,28328.94
4320573054,99392248@N00,-32664.39,145284.94
3666653931,99392248@N00,-67784.39,210153.19
2513252402,99392248@N00,-188350.8,177472.35
2776709215,99392248@N00,-58033.05,203276.98
3124615774,99392248@N00,-253907.31,29292.41
4907029374,99392248@N00,-278253.17,57509.39
2780877016,99392248@N00,-40774.89,198788.56
2933590854,99392248@N00,-202057.05,318886.88
3767002881,99392248@N00,-266338.38,39537.68
4583285040,99392248@N00,-239506.54,82299.44
4896676373,99392248@N00,-284274.51,61496.45
2817092688,99392248@N00,-200041.02,361027.11
3987245999,20563484@N05,-110722.58,-1341.18
4207459366,20563484@N05,-95641.27,-33946.72
8670242686,74135127@N00,-211906.58,-22463.87
1154953495,74135127@N00,-89693,-101225.75
8013707296,74135127@N00,-200043.27,-17884.18
4601951679,74135127@N00,-199991.53,-18673.16
4601946981,74135127@N00,-211242.32,-21950.85
7352534562,74135127@N00,-210357.59,-21934.64
8742078698,74135127@N00,-211101.31,-42031.71
7350348476,74135127@N00,-210582.99,-21852.55
8102754382,74135127@N00,-216578.84,-20874.99
5430360034,74135127@N00,-200378.54,-22237.35
4601945025,74135127@N00,-211256.9,-22060.8
4601951967,74135127@N00,-199382.39,-15610.66
8128741061,74135127@N00,-217869.36,-19122.01
2318393933,74135127@N00,-171238.22,-14524.65
7224644690,74135127@N00,-199390.75,-20592.28
10331878916,74135127@N00,-170492.43,-181010.72
4602568792,74135127@N00,-200528.2,-18982.51
4602564672,74135127@N00,-211054.49,-22436.45
4602569284,74135127@N00,-201716.28,-21120.66
5454790085,74135127@N00,-159482.81,1875.98
8669526878,74135127@N00,-202488.42,-18707.03
5495646875,54726853@N00,-211996.23,-25360.09
4790678493,54726853@N00,-212966.48,-25446.57
132393342,54726853@N00,-168320.67,-74637.31
3979358232,54726853@N00,-210695.2,-21934.68
35923105,54726853@N00,-166250.06,-75394.52
71978279,54726853@N00,-167113.42,-74495.23
5495646867,54726853@N00,-211999.06,-25471.22
4410096110,54726853@N00,-214196.7,-25477.33
8666446477,54726853@N00,-182994.47,-37077.36
57549467,54726853@N00,-167628,-74488.52
5531082704,54726853@N00,-201359.91,-13836.6
92724891,54726853@N00,-199745.68,-22382.2
5576253342,54726853@N00,-214476.3,-25535.75
101265201,54726853@N00,-199555.03,-20959.64
8269177732,54726853@N00,-210680.71,-22057.37
72259184,54726853@N00,-166805.58,-73674.37
4180127754,54726853@N00,-201474.76,-17095.31
6857572799,54726853@N00,-200160.81,-11478.07
8377387223,54726853@N00,-214335.6,-25300.28
5668524674,54726853@N00,-203457.64,-14452.81
7771497620,54726853@N00,-144908.84,106506.37
5134049773,54726853@N00,-213236.9,-25421.86
263221547,54726853@N00,-203416.19,-16965.83
62859262,54726853@N00,-166023.38,-73945.61
4895097595,54726853@N00,-210691.95,-22501.89
5465870295,54726853@N00,-203358.7,-16879.39
190533238,54726853@N00,-124867,-128977.34
4394259884,54726853@N00,-122853.17,-113386.24
5394847610,54726853@N00,-166823.22,-74739.16
5350766585,54726853@N00,-167231.74,-74188.45
75908435,54726853@N00,-166792.74,-74363.97
35923152,54726853@N00,-167511.95,-74983.38
25088254,54726853@N00,-166763.52,-76010.07
127092406,54726853@N00,-167347.43,-73804.33
4559185109,54726853@N00,-170013.69,-70852.56
5940263945,90802476@N00,-236349.12,-4552.44
6616365771,90802476@N00,-299720.62,127522.24
5940255953,90802476@N00,-215651.43,-20627.48
5940542489,90802476@N00,-262199.58,90103.45
5798494839,86803208@N00,-287510.73,64882.32
5799064702,86803208@N00,-287724.15,64656.96
5798515591,86803208@N00,-287465.61,64730.03
5799040234,86803208@N00,-287298.17,64915.84
5798508699,86803208@N00,-287444.75,64121.34
5798494547,86803208@N00,-287675.45,64767.27
5799069544,86803208@N00,-287152.16,65009.41
450304083,83073783@N00,-252177.43,57907.15
450373380,83073783@N00,-249560.99,69929.92
291487093,83073783@N00,-241315.44,56292.91
450321343,83073783@N00,-250747,60427.21
459570244,83073783@N00,-240260.94,48013.62
450351892,83073783@N00,-258890.57,80696.76
450343064,83073783@N00,-256761.52,78281.45
450311095,83073783@N00,-251681.54,59942.2
2449943001,83073783@N00,-255646.14,77734.52
223862442,83073783@N00,-267813.9,42711.08
450058922,83073783@N00,-242009.97,46622.04
2449934753,83073783@N00,-250793.41,67597.45
2450782386,83073783@N00,-255045.33,80387.68
734800470,83073783@N00,-246412.07,47221.52
485858448,64452212@N00,-102067.75,74710.52
485857746,64452212@N00,-102610.24,74575.75
867002256,64452212@N00,-157506.53,192715.41
475221694,64452212@N00,-171154.44,358705.27
485858930,64452212@N00,-102439.83,74476.8
475221634,64452212@N00,-198574.81,11564.49
485886797,64452212@N00,-102442.13,74592.33
719040597,64452212@N00,-168109.66,-13236.22
491282299,64452212@N00,-221072.42,-23209.31
485936097,64452212@N00,-136362.35,63274.48
485858656,64452212@N00,-102307.47,74624.12
485883711,64452212@N00,-102165.28,74667.04
485857284,64452212@N00,-102482.33,74358.16
477029904,64452212@N00,-186412.09,-731.43
485853810,64452212@N00,-102624.24,74345.03
8133158719,32782751@N07,-206423.72,-85393.08
7174762292,32782751@N07,-166191.27,-37942.62
4816079990,32782751@N07,-179997.63,-115719.27
7584360178,32782751@N07,-158933.86,-132425.51
6821482161,32782751@N07,-180602.92,-45296.59
5867468729,32782751@N07,-206317.95,-85204.09
8398432473,66733752@N00,-132364.59,281092.23
8401977405,66733752@N00,-126246.09,280751.07
8424696338,66733752@N00,-130164.58,271428.42
8412243018,66733752@N00,-127682.21,274190.93
8401986213,66733752@N00,-124163.7,278077.49
8405345807,66733752@N00,-120983.33,276689.97
8403090688,66733752@N00,-124153.35,278687.03
10003121124,66733752@N00,-198478.35,341012.81
8413689061,66733752@N00,-127821.87,273306.66
8398412813,66733752@N00,-130739.61,281674.2
8409280850,66733752@N00,-123935.59,272578.56
8405332295,66733752@N00,-120737.04,275951.4
8408174137,66733752@N00,-124734.68,273160.21
8408159425,66733752@N00,-125225.37,272625.75
8414784280,66733752@N00,-128181.91,273323.28
8408165353,66733752@N00,-126596.23,273820.25
8398399025,66733752@N00,-132553.11,280631.68
8402020629,66733752@N00,-126499.64,281568.2
9382349066,24354425@N03,-80902.03,68784.77
9847372035,24354425@N03,-84229.86,71493.12
9847390795,24354425@N03,-81499.05,72246.57
9430977435,24354425@N03,-70065.88,88167.65
9366535271,24354425@N03,-71602.7,84364.54
9456841858,24354425@N03,-84638.48,67154.84
10149715843,24354425@N03,-95449.62,70344.71
10149517114,24354425@N03,-96828.72,67915.18
10149463714,24354425@N03,-80567.26,70489.94
9454069385,24354425@N03,-93664.34,73974.61
10164578343,24354425@N03,-110881.73,74300.63
10235323235,24354425@N03,-102876.51,70154.59
1318312958,10588069@N00,-102188.51,74216.78
245221224,10588069@N00,-196863.21,-56601.85
253374575,10588069@N00,-219822.89,-39809.11
127307416,10588069@N00,-242686.35,115012.98
254581862,10588069@N00,-219595.91,-39505.16
246238902,10588069@N00,-196720.93,-56598.52
251994144,10588069@N00,-219828.86,-39677.62
253873281,10588069@N00,-219794.13,-39560.44
253870528,10588069@N00,-219806.99,-39958.77
245198994,10588069@N00,-196966.39,-56700.27
185863663,10588069@N00,-195169.7,-54160.31
250188849,10588069@N00,-195364.89,-55784.98
8114347850,79781814@N00,-122167.79,-112515.22
8546353470,79781814@N00,-214081.23,-24671.74
6224788367,79781814@N00,-122725.26,-113050.83
8211623573,79781814@N00,-226543.73,-14322.58
8215515090,79781814@N00,-217841.62,-19315.46
7916799656,79781814@N00,-217141.95,-24376.85
9673858203,79781814@N00,-214203.76,-25649.62
9619690482,79781814@N00,-197248.81,-25524.73
8531911001,79781814@N00,-215487.57,-25143.6
8930525347,79781814@N00,-213832.26,-24886.96
3001678982,37882873@N00,-129080.9,423989.93
2960398380,37882873@N00,-128941,414180.2
2942790651,37882873@N00,-63393.86,265576.31
4582887384,37882873@N00,-279435.16,312043.87
6389535027,37882873@N00,-130184.94,432397.93
3653263001,37882873@N00,-147741.95,391751.66
3180051756,37882873@N00,-124673.21,421282.52
4338620867,37882873@N00,-130399.58,416379.87
4304596229,37882873@N00,-130485.29,420709.4
3659231948,37882873@N00,-133514.87,397761.38
4584464020,37882873@N00,-338050.45,266786.48
3043879604,37882873@N00,-131816.2,443648.02
5259840172,37882873@N00,-42182.78,345986.4
4587348001,37882873@N00,-351582.28,292575.18
5016397633,37882873@N00,-198191.46,388681.41
4727037639,37882873@N00,-130065.37,438398.97
6036617857,37882873@N00,-134329.77,400632.11
4329317956,37882873@N00,-132801.87,443514.03
4320970996,37882873@N00,-140749.47,443405.36
4593697964,37882873@N00,-130096.71,432555.37
6365365911,55327152@N03,-193317.2,-20899.85
6365354499,55327152@N03,-197619.28,-20511.71
6365366379,55327152@N03,-203130.66,-22932.78
6365360471,55327152@N03,-210668.92,-21705.93
6365360059,55327152@N03,-211756.46,-21731.41
6365358227,55327152@N03,-211623.97,-21904.14
6365352327,55327152@N03,-204184.79,-11342.75
6365356651,55327152@N03,-211663.65,-21551.29
6365352067,55327152@N03,-203391.77,-11465.36
6365360239,55327152@N03,-211547,-21048.28
6365360725,55327152@N03,-210443.29,-22040.23
6365356271,55327152@N03,-191289.16,-21493.4
6365353357,55327152@N03,-204021.95,-11627.19
6365351899,55327152@N03,-203219.62,-11611.01
6365366173,55327152@N03,-190530.82,-30500.94
6365357301,55327152@N03,-211569.43,-21786.2
6365367471,55327152@N03,-199334.38,-26148.11
3023398710,50655813@N00,-337880.05,426266.69
3023407962,50655813@N00,-340597.79,425943.29
3022598673,50655813@N00,-337922.41,426112.34
3022587285,50655813@N00,-194920.24,-21258.37
3674280462,50938313@N00,-159857.86,864.37
3740320105,50938313@N00,-43889.78,-78824.74
3676680557,50938313@N00,-148870.98,-7261.57
3747912960,50938313@N00,-43961.96,-78629.82
3640085297,50938313@N00,-84656.53,-46964.06
3721958791,50938313@N00,-88453.93,-38542.37
7277363150,11563230@N04,-323577.47,229441.39
7299721174,11563230@N04,-343591.75,425362.67
8590718097,11563230@N04,-204904.16,-62849.5
9887177054,11563230@N04,-226109.88,-9392.29
11394603536,11563230@N04,-202505.63,-57487.67
7284272956,11563230@N04,-349463.88,354832.35
5929202618,11563230@N04,-198063.22,-70697.01
8547305144,11563230@N04,-213220.77,-48981.93
7277360716,11563230@N04,-323635.55,228860.94
9488378781,11563230@N04,-219370.39,-47130.89
8281854530,11563230@N04,-207649.09,-60643
7284257370,11563230@N04,-349112.55,354841.25
11864080293,11563230@N04,-192752.96,-74814.45
8627411255,11563230@N04,-208701.76,-61641.74
8546206977,11563230@N04,-216070.97,-44590.99
8546206665,11563230@N04,-215892.67,-44429.24
8109445624,11563230@N04,-198107.58,-69882.36
12582008923,11563230@N04,-201451.07,-58919.53
6914664139,11563230@N04,-187826.56,-85142.9
